country,league,season,player_name,age,position,nationality,height,weight,appearances,starts,minutes,goals_total,assists,penalty_won,penalty_committed,penalty_scored,penalty_missed,yellow_cards,yellowred_cards,red_cards,offsides_per90,shots_total_per90,shots_on_per90,goals_total_per90,assists_per90,goals_plus_assists_per90,non_penalty_goals_per90,passes_total_per90,passes_key_per90,tackles_total_per90,blocks_per90,interceptions_per90,tackles_plus_interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempts_per90,dribbles_success_per90,dribbles_past_per90,fouls_drawn_per90,fouls_committed_per90,yellow_cards_per90,yellowred_cards_per90,red_cards_per90,passes_accuracy_pct,shots_on_target_pct,duels_won_pct,dribbles_success_pct,rating_weighted
argentina,Primera Division,2025,Braian Sánchez,32.0,M,Argentina,,,12,6,569.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.632688927943761,0.3163444639718805,0.0,0.0,0.0,0.0,30.685413005272405,0.7908611599297013,2.8471001757469243,0.0,1.265377855887522,4.1124780316344465,15.817223198594025,7.275922671353252,3.9543057996485063,2.2144112478031635,2.0562390158172232,1.5817223198594026,1.265377855887522,0.3163444639718805,0.0,0.0,14.22680412371134,50.0,46.0,56.00000000000001,6.68365553602812
england,Premier League,2025,Braiden Graham,18.0,F,Northern Ireland,175.0,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spain,La Liga,2025,Brais Méndez,28.0,M,Spain,187.0,76.0,29,21,1672.0,6.0,2.0,0.0,0.0,1,1,5,0.0,1,0.37679425837320574,1.3456937799043063,0.8612440191387559,0.3229665071770335,0.10765550239234449,0.43062200956937796,0.26913875598086123,47.26076555023924,1.3456937799043063,1.9916267942583732,0.16148325358851676,0.37679425837320574,2.3684210526315788,12.70334928229665,6.5131578947368425,2.63755980861244,1.1303827751196172,0.43062200956937796,1.883971291866029,2.3145933014354068,0.26913875598086123,0.0,0.053827751196172245,32.815489749430526,64.0,51.271186440677965,42.857142857142854,6.957296650717703
england / germany,Bundesliga / Premier League,2025,Brajan Gruda,21.0,F,Germany,178.0,70.0,31,16,1495.0,4.0,4.0,0.0,0.0,0,0,3,0.0,0,0.1806020066889632,1.5050167224080266,0.963210702341137,0.24080267558528426,0.24080267558528426,0.4816053511705685,0.24080267558528426,30.52173913043478,1.9866220735785953,1.3244147157190636,0.0,0.12040133779264213,1.4448160535117056,13.484949832775918,6.1404682274247495,5.297658862876254,2.468227424749164,0.4816053511705685,1.565217391304348,1.2642140468227425,0.1806020066889632,0.0,0.0,19.46153846153846,64.0,45.535714285714285,46.590909090909086,7.0433444816053505
netherlands,Eredivisie,2025,Bram Nuytinck,35.0,D,Netherlands,191.0,80.0,7,3,259.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.3474903474903475,0.3474903474903475,0.0,0.0,0.0,0.0,55.25096525096525,0.0,1.0424710424710424,0.0,1.38996138996139,2.4324324324324325,12.162162162162163,4.864864864864865,0.0,0.0,0.3474903474903475,1.38996138996139,1.7374517374517373,0.3474903474903475,0.0,0.0,36.40251572327044,100.0,40.0,,6.199224806201551
argentina,Primera Division,2025 / 2026,Branco Salinardi,18.0,F,Argentina,,,11,1,190.0,1.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,1.4210526315789473,0.47368421052631576,0.47368421052631576,0.0,0.47368421052631576,0.47368421052631576,15.631578947368423,0.9473684210526315,2.3684210526315788,0.0,0.0,2.3684210526315788,21.789473684210527,5.684210526315789,0.9473684210526315,0.0,0.47368421052631576,0.9473684210526315,4.7368421052631575,0.9473684210526315,0.0,0.0,2.7333333333333334,33.33333333333333,26.08695652173913,0.0,6.427513227513227
france / netherlands,Eredivisie / Ligue 1,2025,Branco van den Boomen,30.0,M,Netherlands,188.0,75.0,15,14,1242.0,0.0,1.0,0.0,0.0,0,1,2,0.0,0,0.0,0.7246376811594202,0.3623188405797101,0.0,0.07246376811594203,0.07246376811594203,0.0,57.10144927536232,2.028985507246377,1.9565217391304348,0.2898550724637681,0.5072463768115942,2.463768115942029,7.391304347826087,3.4057971014492754,0.6521739130434783,0.2898550724637681,1.3043478260869565,0.6521739130434783,1.3768115942028987,0.14492753623188406,0.0,0.0,49.98984771573604,50.0,46.07843137254902,44.44444444444444,7.047423510466988
usa,MLS,2025 / 2026,Brandan Craig,21.0,D,USA,185.0,72.0,28,16,1750.0,0.0,0.0,0.0,0.0,0,0,5,0.0,0,0.0,0.5657142857142857,0.20571428571428574,0.0,0.0,0.0,0.0,52.457142857142856,0.46285714285714286,1.2857142857142856,0.5657142857142857,0.822857142857143,2.1085714285714285,5.554285714285714,3.085714285714286,0.15428571428571428,0.10285714285714287,0.4114285714285715,0.5657142857142857,0.6685714285714286,0.2571428571428571,0.0,0.0,43.49411764705882,36.36363636363637,55.55555555555556,66.66666666666666,6.821600000000001
netherlands,Eredivisie,2025,Brandley Kuwas,33.0,F,Curaçao,182.0,83.0,32,23,2030.0,5.0,4.0,0.0,0.0,2,0,4,0.0,0,0.354679802955665,1.3300492610837438,0.6206896551724138,0.22167487684729065,0.1773399014778325,0.39901477832512317,0.1330049261083744,23.054187192118228,1.5960591133004927,0.7980295566502463,0.22167487684729065,0.1773399014778325,0.9753694581280787,11.615763546798028,4.389162561576354,2.4827586206896552,1.019704433497537,0.5763546798029556,1.9950738916256159,0.70935960591133,0.1773399014778325,0.0,0.0,15.48076923076923,46.666666666666664,37.786259541984734,41.07142857142857,6.7630049261083744
italy,Serie A,2025,Brando Bettazzi,17.0,M,,,,1,0,13.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.692307692307693,0.0,6.923076923076923,0.0,0.0,6.923076923076923,34.61538461538462,20.76923076923077,13.846153846153847,6.923076923076923,0.0,6.923076923076923,6.923076923076923,0.0,0.0,0.0,4.0,,60.0,50.0,6.6
