country,league,season,player_name,age,position,nationality,height,weight,appearances,starts,minutes,goals_total,assists,penalty_won,penalty_committed,penalty_scored,penalty_missed,yellow_cards,yellowred_cards,red_cards,offsides_per90,shots_total_per90,shots_on_per90,goals_total_per90,assists_per90,goals_plus_assists_per90,non_penalty_goals_per90,passes_total_per90,passes_key_per90,tackles_total_per90,blocks_per90,interceptions_per90,tackles_plus_interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempts_per90,dribbles_success_per90,dribbles_past_per90,fouls_drawn_per90,fouls_committed_per90,yellow_cards_per90,yellowred_cards_per90,red_cards_per90,passes_accuracy_pct,shots_on_target_pct,duels_won_pct,dribbles_success_pct,rating_weighted
england,Premier League,2025,Aaron Hickey,23.0,D,Scotland,178.0,72.0,21,8,716.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.6284916201117318,0.12569832402234637,0.0,0.0,0.0,0.0,35.824022346368714,0.0,1.8854748603351954,0.7541899441340782,1.005586592178771,2.8910614525139664,8.296089385474861,4.148044692737431,0.8798882681564246,0.0,0.7541899441340782,1.1312849162011174,0.8798882681564246,0.12569832402234637,0.0,0.0,21.37543859649123,20.0,50.0,0.0,6.633146853146853
england,Premier League,2025,Aaron Ramsdale,27.0,G,England,190.0,88.0,12,11,1003.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.89232303090728,0.08973080757726819,0.0,0.0,0.0,0.0,0.7178464606181455,0.5383848454636092,0.0,0.0,0.0,0.08973080757726819,0.0,0.17946161515453637,0.0,0.0,24.2275,,75.0,,6.632003988035892
england,Premier League,2025,Aaron Ramsey,22.0,M,England,181.0,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
england,Premier League,2025,Aaron Wan-Bissaka,28.0,D,England,183.0,72.0,25,23,2084.0,0.0,2.0,0.0,0.0,0,0,4,0.0,0,0.04318618042226487,0.0,0.0,0.0,0.08637236084452975,0.08637236084452975,0.0,31.785028790786946,0.7773512476007678,1.4683301343570057,0.30230326295585414,1.6842610364683301,3.152591170825336,7.1257197696737045,3.62763915547025,1.4251439539347408,0.690978886756238,0.2591170825335893,0.5182341650671786,0.993282149712092,0.1727447216890595,0.0,0.0,26.241847826086957,,50.90909090909091,48.484848484848484,6.64443378119002
england,Premier League,2025,Abdukodir Khusanov,21.0,D,Uzbekistan,186.0,84.0,21,15,1429.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.44086773967809656,0.06298110566829951,0.0,0.0,0.0,0.0,68.01959412176348,0.37788663400979705,1.7004898530440868,0.5668299510146956,2.078376487053884,3.7788663400979705,5.731280615815256,3.4639608117564733,0.5668299510146956,0.44086773967809656,0.18894331700489853,0.37788663400979705,0.8817354793561931,0.12596221133659902,0.0,0.0,62.52685185185185,14.285714285714285,60.43956043956044,77.77777777777779,6.942687193841848
england,Premier League,2025,Adam Armstrong,28.0,F,England,172.0,69.0,14,14,1146.0,2.0,2.0,0.0,0.0,1,0,3,0.0,0,0.47120418848167545,0.9424083769633509,0.47120418848167545,0.15706806282722513,0.15706806282722513,0.31413612565445026,0.07853403141361257,11.701570680628272,0.47120418848167545,0.6282722513089005,0.07853403141361257,0.15706806282722513,0.7853403141361257,5.811518324607329,2.356020942408377,1.413612565445026,0.7853403141361257,0.23560209424083772,0.23560209424083772,0.9424083769633509,0.23560209424083772,0.0,0.0,8.89655172413793,50.0,40.54054054054054,55.55555555555556,6.557766143106457
england,Premier League,2025,Adam Aznou,19.0,D,Spain,178.0,70.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
england,Premier League,2025,Adam Smith,34.0,D,England,180.0,78.0,22,14,1095.0,0.0,2.0,0.0,0.0,0,0,3,0.0,0,0.0,0.0,0.0,0.0,0.1643835616438356,0.1643835616438356,0.0,29.835616438356166,0.410958904109589,1.2328767123287672,0.7397260273972602,0.6575342465753424,1.8904109589041098,7.397260273972602,3.287671232876712,0.0821917808219178,0.0821917808219178,1.2328767123287672,0.9041095890410958,1.5616438356164384,0.24657534246575344,0.0,0.0,23.87292817679558,,44.44444444444444,100.0,6.4965201465201465
england,Premier League,2025,Adam Wharton,21.0,M,England,182.0,77.0,34,29,2562.0,1.0,5.0,0.0,1.0,0,0,6,0.0,1,0.0,0.5971896955503513,0.2107728337236534,0.0351288056206089,0.1756440281030445,0.2107728337236534,0.0351288056206089,43.27868852459016,1.5456674473067917,2.459016393442623,0.1053864168618267,0.9133489461358315,3.3723653395784545,10.117096018735364,4.918032786885246,1.018735362997658,0.5269320843091335,1.5105386416861828,1.0889929742388758,1.2295081967213115,0.2107728337236534,0.0,0.0351288056206089,33.24025974025974,35.294117647058826,48.61111111111111,51.724137931034484,7.13567525370804
england,Premier League,2025,Adama Traoré,29.0,F,Spain,178.0,86.0,24,1,450.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,20.6,0.6000000000000001,0.4,0.0,0.0,0.4,12.999999999999998,4.6000000000000005,4.0,2.4000000000000004,0.4,1.6,1.4,0.2,0.0,0.0,5.544554455445544,25.0,35.38461538461539,60.0,6.562416107382551
england,Premier League,2025,Adedamola Samuel Alabi,16.0,M,,,,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
