league,player_name,age,position,nationality_group,height,appearances,starts,minutes,goals_total,assists,penalty_won,penalty_committed,penalty_scored,penalty_missed,yellow_cards,yellowred_cards,red_cards,offsides_per90,shots_total_per90,shots_on_per90,goals_total_per90,assists_per90,goals_plus_assists_per90,non_penalty_goals_per90,passes_total_per90,passes_key_per90,tackles_total_per90,blocks_per90,interceptions_per90,tackles_plus_interceptions_per90,duels_total_per90,duels_won_per90,dribbles_attempts_per90,dribbles_success_per90,dribbles_past_per90,fouls_drawn_per90,fouls_committed_per90,yellow_cards_per90,yellowred_cards_per90,red_cards_per90,passes_accuracy_pct,shots_on_target_pct,duels_won_pct,dribbles_success_pct,rating_weighted
EUROPE 1,Filip Kostić,32-35,M,UEFA,179-186,18,4,490.0,3.0,1.0,0.0,0.0,0,0,1,0.0,0,0.0,1.1020408163265305,0.7346938775510204,0.5510204081632653,0.1836734693877551,0.7346938775510204,0.5510204081632653,42.06122448979592,1.8367346938775508,3.122448979591837,0.0,0.7346938775510204,3.857142857142857,10.285714285714285,5.5102040816326525,1.469387755102041,0.7346938775510204,0.7346938775510204,0.9183673469387754,1.469387755102041,0.1836734693877551,0.0,0.0,21.56578947368421,66.66666666666666,53.57142857142857,50.0,7.187809917355372
EUROPE 2,Filip Krastev,21-24,M,UEFA,171-178,11,5,488.0,0.0,1.0,0.0,0.0,0,0,1,0.0,0,0.0,1.475409836065574,0.3688524590163934,0.0,0.1844262295081967,0.1844262295081967,0.0,25.08196721311475,2.028688524590164,4.241803278688525,0.1844262295081967,1.290983606557377,5.532786885245901,18.442622950819672,8.668032786885245,2.950819672131148,1.6598360655737705,1.290983606557377,1.475409836065574,4.057377049180328,0.1844262295081967,0.0,0.0,13.330882352941176,25.0,47.0,56.25,6.672540983606558
EUROPE 2,Filip Mladenović,32-35,D,UEFA,179-186,10,10,849.0,1.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.5300353356890459,0.1060070671378091,0.1060070671378091,0.0,0.1060070671378091,0.1060070671378091,37.526501766784456,0.6360424028268551,0.5300353356890459,0.2120141342756183,1.5901060070671378,2.120141342756184,5.512367491166078,2.65017667844523,0.7420494699646643,0.3180212014134275,0.9540636042402828,1.4840989399293285,0.5300353356890459,0.2120141342756183,0.0,0.0,30.731638418079097,20.0,48.07692307692308,42.85714285714285,6.850058892815077
EUROPE 1,Filip Stojilković,25-27,F,UEFA,179-186,13,8,659.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,1.6388467374810318,1.229135053110774,0.5462822458270107,0.0,0.0,0.0,0.0,9.28679817905918,0.2731411229135053,0.2731411229135053,0.1365705614567526,0.0,0.2731411229135053,3.8239757207890746,0.6828528072837633,0.5462822458270107,0.2731411229135053,0.1365705614567526,0.0,1.0925644916540214,0.0,0.0,0.0,4.5588235294117645,44.44444444444444,17.857142857142858,50.0,6.441426403641881
EUROPE 1,Filip Ugrinić,25-27,M,UEFA,179-186,27,17,1513.0,0.0,3.0,0.0,0.0,0,0,3,0.0,0,0.356906807666887,0.713813615333774,0.1784534038334435,0.0,0.1784534038334435,0.1784534038334435,0.0,38.90284203569068,1.368142762723067,1.4871116986120292,0.2379378717779246,0.6543291473892928,2.1414408460013217,7.732980832782552,4.2233972240581625,1.5465961665565104,1.0112359550561798,0.5948446794448117,0.7732980832782552,1.0112359550561798,0.1784534038334435,0.0,0.0,27.87308868501529,25.0,54.61538461538461,65.38461538461539,6.778916060806345
EUROPE 2,Filipe Soares,25-27,M,UEFA,179-186,18,6,765.0,1.0,0.0,0.0,0.0,0,0,3,0.0,0,0.0,0.4705882352941176,0.1176470588235294,0.1176470588235294,0.0,0.1176470588235294,0.1176470588235294,38.23529411764706,0.9411764705882352,1.647058823529412,0.2352941176470588,0.5882352941176471,2.235294117647059,11.058823529411764,4.941176470588236,2.5882352941176467,0.9411764705882352,0.9411764705882352,1.4117647058823528,1.7647058823529411,0.3529411764705882,0.0,0.0,26.21538461538461,25.0,44.680851063829785,36.36363636363637,6.977254901960785
EUROPE 1,Filippo Terracciano,21-24,D,UEFA,179-186,36,33,3012.0,2.0,0.0,0.0,0.0,0,0,6,0.0,0,0.0,0.2689243027888446,0.1195219123505976,0.0597609561752988,0.0,0.0597609561752988,0.0597609561752988,46.31474103585657,0.3286852589641434,0.9860557768924304,0.6872509960159363,1.6733067729083666,2.659362549800797,5.199203187250996,3.167330677290837,0.3884462151394422,0.149402390438247,0.2689243027888446,0.7768924302788844,0.5378486055776892,0.1792828685258964,0.0,0.0,44.53032258064516,44.44444444444444,60.91954022988506,38.46153846153847,6.714043824701196
EUROPE 1,Finn Jeltsch,16-20,D,UEFA,187-194,23,17,1512.0,0.0,1.0,0.0,1.0,0,0,3,0.0,0,0.1785714285714285,0.119047619047619,0.0,0.0,0.0595238095238095,0.0595238095238095,0.0,62.14285714285714,0.2976190476190476,1.4285714285714284,0.8333333333333333,1.130952380952381,2.5595238095238093,7.916666666666667,4.345238095238095,0.4166666666666666,0.2976190476190476,0.7142857142857142,0.9523809523809524,0.7738095238095237,0.1785714285714285,0.0,0.0,57.477969348659,0.0,54.88721804511278,71.42857142857143,6.825810721376572
CONCACAF,Finn Surman,21-24,D,OFC,187-194,50,50,4429.0,0.0,1.0,1.0,1.0,0,0,3,0.0,0,0.020320614134116,0.2438473696093926,0.0812824565364642,0.0,0.020320614134116,0.020320614134116,0.0,50.98442086249717,0.2032061413411605,1.4021223752540075,1.463084217656356,1.2395574621810792,2.641679837435087,5.933619327161888,3.840596071347934,0.0812824565364642,0.020320614134116,0.2438473696093926,0.4267328968164371,0.4470535109505531,0.0609618424023481,0.0,0.0,49.99760860900757,33.33333333333333,64.72602739726028,25.0,7.04847595393994
EUROPE 1,Fisayo Dele-Bashiru,21-24,M,UEFA,171-178,24,11,1185.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0,0.1518987341772152,0.6075949367088608,0.1518987341772152,0.0759493670886076,0.0,0.0759493670886076,0.0759493670886076,34.10126582278481,0.8354430379746836,1.4430379746835442,0.0,0.2278481012658227,1.6708860759493671,5.620253164556962,2.354430379746835,0.9873417721518988,0.3797468354430379,0.2278481012658227,0.2278481012658227,0.6075949367088608,0.0,0.0,0.0,27.86859688195991,25.0,41.891891891891895,38.46153846153847,6.5229535864978905
EUROPE 1,Fisnik Asllani,21-24,F,UEFA,187-194,33,31,2354.0,10.0,7.0,1.0,0.0,0,0,2,0.0,0,0.5352591333899746,2.21750212404418,1.070518266779949,0.3823279524214104,0.2676295666949873,0.6499575191163975,0.3823279524214104,24.92778249787596,1.3763806287170774,0.6499575191163975,0.0,0.2676295666949873,0.9175870858113848,9.711129991503824,3.593882752761257,1.5293118096856415,0.6499575191163975,0.6881903143585387,1.4146134239592183,0.9940526762956668,0.076465590484282,0.0,0.0,14.837423312883436,48.27586206896552,37.00787401574803,42.5,6.708836023789295
EUROPE 1,Flavien Boyomo,21-24,D,CAF,179-186,30,29,2545.0,1.0,2.0,0.0,2.0,0,0,7,0.0,0,0.0,0.3182711198428291,0.1414538310412573,0.0353634577603143,0.0707269155206286,0.106090373280943,0.0353634577603143,46.43222003929274,0.3182711198428291,2.051080550098232,0.4597249508840864,0.6365422396856582,2.68762278978389,6.825147347740668,3.6070726915520632,0.2829076620825147,0.106090373280943,0.2475442043222004,0.1768172888015717,1.1669941060903732,0.2475442043222004,0.0,0.0,46.75476009139376,44.44444444444444,52.84974093264248,37.5,6.764125736738704
EUROPE 2,Florent Hadergjonaj,28-31,M,UEFA,179-186,29,25,2212.0,6.0,9.0,0.0,0.0,3,0,4,0.0,0,0.0406871609403255,0.650994575045208,0.4475587703435805,0.244122965641953,0.3661844484629295,0.6103074141048824,0.1220614828209765,40.56509945750452,1.7495479204339963,0.976491862567812,0.1220614828209765,0.325497287522604,1.301989150090416,4.801084990958408,2.7260397830018084,0.7730560578661845,0.3661844484629295,0.4475587703435805,0.732368896925859,0.6103074141048824,0.162748643761302,0.0,0.0,31.47542627883651,68.75,56.77966101694916,47.368421052631575,7.206735985533453
EUROPE 1,Florent Hanin,32-35,D,UEFA,171-178,25,9,892.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.100896860986547,0.0,0.0,0.0,0.0,0.0,35.818385650224215,0.8071748878923767,1.5134529147982063,0.4035874439461883,1.109865470852018,2.6233183856502245,7.365470852017937,3.5313901345291483,0.9080717488789236,0.3026905829596413,0.9080717488789236,0.8071748878923767,0.8071748878923767,0.0,0.0,0.0,18.56373937677054,0.0,47.94520547945205,33.33333333333333,6.582902137232845
EUROPE 1 / EUROPE 2,Florentino Luís,25-27,M,UEFA,179-186,34,25,2162.0,0.0,2.0,0.0,2.0,0,0,6,0.0,0,0.0416281221091581,0.4162812210915819,0.0832562442183163,0.0,0.0832562442183163,0.0832562442183163,0.0,43.87604070305273,0.5411655874190564,3.829787234042553,0.5827937095282146,1.7483811285846438,5.578168362627197,11.197964847363552,5.494912118408881,0.8741905642923219,0.2913968547641073,1.540240518038853,0.3330249768732655,1.7483811285846438,0.2497687326549491,0.0,0.0,34.845204178537514,20.0,49.07063197026022,33.33333333333333,6.681822386679001
EUROPE 2,Florian Grillitsch,28-31,M,UEFA,187-194,20,12,1129.0,1.0,1.0,1.0,0.0,0,0,3,0.0,0,0.0797165633303808,0.4782993799822851,0.1594331266607617,0.0797165633303808,0.0797165633303808,0.1594331266607617,0.0797165633303808,78.7599645704163,0.6377325066430469,1.6740478299379982,0.3188662533215234,1.5943312666076177,3.2683790965456154,9.406554472984942,5.819309123117804,0.7174490699734278,0.3188662533215234,0.6377325066430469,2.152347209920284,1.1160318866253325,0.2391496899911425,0.0,0.0,62.85060975609756,33.33333333333333,61.86440677966102,44.44444444444444,7.033746678476528
EUROPE 1,Florian Lejeune,32-35,D,UEFA,187-194,36,36,3231.0,2.0,1.0,0.0,0.0,0,0,7,0.0,0,0.0278551532033426,1.1977715877437327,0.5013927576601671,0.0557103064066852,0.0278551532033426,0.0835654596100278,0.0557103064066852,59.30362116991643,0.4735376044568244,1.8662952646239552,0.7520891364902508,1.3370473537604457,3.203342618384401,7.910863509749304,4.707520891364903,0.2785515320334262,0.2228412256267409,0.6128133704735376,0.3899721448467966,1.309192200557103,0.1949860724233983,0.0,0.0,56.06716768435886,41.86046511627907,59.50704225352113,80.0,7.076044568245125
EUROPE 1,Florian Neuhaus,28-31,M,UEFA,179-186,17,11,939.0,0.0,1.0,0.0,0.0,0,0,0,0.0,0,0.0,1.1501597444089455,0.5750798722044728,0.0,0.0958466453674121,0.0958466453674121,0.0,47.15654952076677,0.8626198083067093,1.1501597444089455,0.3833865814696486,0.8626198083067093,2.0127795527156547,7.092651757188499,2.779552715654952,1.1501597444089455,0.5750798722044728,1.0543130990415337,0.8626198083067093,0.8626198083067093,0.0,0.0,0.0,28.21951219512195,50.0,39.18918918918919,50.0,6.753354632587859
EUROPE 1,Florian Sotoca,32-35,F,UEFA,187-194,26,4,553.0,1.0,0.0,0.0,0.0,0,0,2,0.0,0,0.325497287522604,1.790235081374322,0.162748643761302,0.162748643761302,0.0,0.162748643761302,0.162748643761302,40.8499095840868,1.301989150090416,0.976491862567812,0.0,0.81374321880651,1.790235081374322,11.717902350813745,5.3707052441229655,1.139240506329114,0.325497287522604,0.81374321880651,1.952983725135624,1.464737793851718,0.325497287522604,0.0,0.0,17.45967741935484,9.090909090909092,45.83333333333333,28.57142857142857,6.763570127504554
EUROPE 1,Florian Thauvin,32-35,F,UEFA,179-186,33,29,2460.0,11.0,6.0,0.0,0.0,2,1,6,0.0,0,0.2926829268292683,2.048780487804878,0.9878048780487804,0.4024390243902439,0.2195121951219512,0.6219512195121951,0.3292682926829268,41.45121951219512,2.9268292682926838,0.9146341463414632,0.073170731707317,0.3658536585365854,1.2804878048780488,10.865853658536585,4.390243902439025,4.243902439024391,1.829268292682927,0.7317073170731708,1.2439024390243902,0.6951219512195123,0.2195121951219512,0.0,0.0,30.03089143865843,48.21428571428572,40.4040404040404,43.103448275862064,7.24260162601626
EUROPE 1,Florian Wirtz,21-24,M,UEFA,171-178,33,27,2388.0,5.0,3.0,0.0,0.0,0,0,1,0.0,0,0.0753768844221105,1.206030150753769,0.6783919597989949,0.1884422110552763,0.1130653266331658,0.3015075376884422,0.1884422110552763,53.5929648241206,2.298994974874372,1.2814070351758793,0.0753768844221105,0.414572864321608,1.6959798994974873,9.346733668341708,3.731155778894472,2.78894472361809,1.469849246231156,0.6783919597989949,0.7160804020100503,0.8291457286432161,0.0376884422110552,0.0,0.0,45.53727144866385,56.25,39.91935483870967,52.702702702702695,6.8785594639866
CONMEBOL,Florián Monzón,21-24,F,CONMEBOL,179-186,22,15,1357.0,6.0,0.0,0.0,0.0,1,0,3,0.0,0,0.5305821665438467,2.188651436993368,1.260132645541636,0.397936624907885,0.0,0.397936624907885,0.3316138540899042,22.284450994841563,0.5305821665438467,0.862196020633751,0.0663227708179808,0.397936624907885,1.260132645541636,14.98894620486367,5.637435519528371,2.254974207811349,0.9285187914517316,0.5305821665438467,0.9948415622697124,1.989683124539425,0.1989683124539425,0.0,0.0,13.773809523809524,57.57575757575758,37.61061946902655,41.17647058823529,6.64355195283714
EUROPE 1,Fodé Ballo-Touré,28-31,D,CAF,179-186,13,11,843.0,0.0,0.0,0.0,1.0,0,0,1,0.0,0,0.1067615658362989,0.4270462633451957,0.1067615658362989,0.0,0.0,0.0,0.0,36.619217081850536,0.4270462633451957,2.2419928825622777,0.0,0.5338078291814946,2.775800711743772,10.355871886120998,6.08540925266904,2.1352313167259784,1.387900355871886,1.0676156583629892,1.9217081850533808,1.387900355871886,0.1067615658362989,0.0,0.0,32.54518950437318,25.0,58.76288659793815,65.0,6.5607354685646495
EUROPE 1,Fodé Doucouré,21-24,D,CAF,171-178,26,15,1242.0,3.0,1.0,0.0,0.0,0,0,2,0.0,0,0.144927536231884,0.9420289855072465,0.5797101449275363,0.217391304347826,0.072463768115942,0.2898550724637681,0.217391304347826,31.30434782608696,1.3043478260869563,2.608695652173913,0.072463768115942,0.6521739130434783,3.260869565217392,8.18840579710145,4.057971014492754,1.4492753623188404,0.5072463768115942,0.7971014492753623,0.2898550724637681,1.0144927536231885,0.144927536231884,0.0,0.0,17.29861111111111,61.53846153846154,49.55752212389381,35.0,6.895813204508857
EUROPE 1,Folarin Balogun,21-24,F,CONCACAF,171-178,30,26,2245.0,13.0,4.0,3.0,0.0,3,0,4,0.0,1,0.6815144766146993,2.405345211581292,1.2828507795100224,0.5211581291759465,0.1603563474387528,0.6815144766146993,0.4008908685968819,16.276169265033406,0.9621380846325168,0.2004454342984409,0.0801781737193764,0.1603563474387528,0.3608017817371937,8.819599109131403,3.207126948775056,1.3229398663697105,0.5612472160356348,0.2405345211581291,1.483296213808463,1.7238307349665924,0.1603563474387528,0.0,0.0400890868596882,11.600985221674875,53.333333333333336,36.36363636363637,42.42424242424242,6.755545657015591
EUROPE 2,Fotis Ioannidis,25-27,F,UEFA,179-186,13,3,464.0,3.0,0.0,0.0,0.0,0,0,0,0.0,0,0.1939655172413793,1.9396551724137927,1.1637931034482758,0.5818965517241379,0.0,0.5818965517241379,0.5818965517241379,17.650862068965516,1.745689655172414,1.745689655172414,0.1939655172413793,0.0,1.745689655172414,12.607758620689657,6.982758620689656,3.297413793103448,1.745689655172414,0.1939655172413793,1.9396551724137927,0.9698275862068966,0.0,0.0,0.0,11.0,60.0,55.38461538461539,52.94117647058824,6.970043103448275
EUROPE 2,Fousseni Diabaté,28-31,M,CAF,171-178,27,21,1977.0,1.0,4.0,0.0,0.0,0,0,1,0.0,0,0.1820940819423369,0.4552352048558422,0.3186646433990895,0.0455235204855842,0.1820940819423369,0.2276176024279211,0.0455235204855842,24.446130500758724,1.502276176024279,1.0925644916540214,0.0910470409711684,0.3641881638846738,1.4567526555386952,7.4658573596358115,3.2321699544764795,1.4112291350531108,0.5918057663125948,0.5918057663125948,0.9104704097116844,0.6828528072837633,0.0455235204855842,0.0,0.0,18.18435754189944,70.0,43.29268292682927,41.935483870967744,6.606727364693981
EUROPE 1,Fran Beltrán,25-27,M,UEFA,163-170,27,18,1562.0,1.0,0.0,0.0,0.0,0,0,3,0.0,0,0.0,0.5185659411011524,0.2304737516005121,0.057618437900128,0.0,0.057618437900128,0.057618437900128,60.78745198463509,0.7490396927016646,1.9590268886043531,0.3457106274007682,0.9795134443021768,2.93854033290653,7.893725992317542,3.5723431498079385,0.5761843790012804,0.3457106274007682,0.8642765685019206,0.6914212548015365,1.1523687580025608,0.1728553137003841,0.0,0.0,46.738388625592414,44.44444444444444,45.25547445255474,60.0,6.839116517285532
EUROPE 1,Fran García,25-27,D,UEFA,163-170,13,10,933.0,1.0,1.0,0.0,0.0,0,0,2,0.0,1,0.0964630225080385,0.4823151125401929,0.1929260450160771,0.0964630225080385,0.0964630225080385,0.1929260450160771,0.0964630225080385,42.829581993569136,0.4823151125401929,1.832797427652733,0.3858520900321543,0.6752411575562701,2.5080385852090035,7.813504823151126,4.147909967845659,0.8681672025723474,0.2893890675241157,0.4823151125401929,1.3504823151125402,0.6752411575562701,0.1929260450160771,0.0,0.0964630225080385,39.20316027088036,40.0,53.086419753086425,33.33333333333333,6.592711682743837
EUROPE 2,Fran Navarro,25-27,F,UEFA,179-186,29,14,1296.0,6.0,1.0,0.0,0.0,0,0,2,0.0,0,0.2083333333333333,1.1111111111111112,0.9027777777777776,0.4166666666666666,0.0694444444444444,0.4861111111111111,0.4166666666666666,16.180555555555554,0.3472222222222222,0.6944444444444444,0.1388888888888889,0.1388888888888889,0.8333333333333333,10.555555555555555,3.194444444444444,1.3888888888888888,0.4166666666666666,0.4166666666666666,1.25,1.6666666666666663,0.1388888888888889,0.0,0.0,10.553648068669528,81.25,30.26315789473684,30.0,6.5854938271604935
EUROPE 1,Fran Pérez,21-24,M,UEFA,171-178,29,12,1250.0,2.0,1.0,0.0,0.0,0,0,4,0.0,0,0.4319999999999999,1.008,0.5760000000000001,0.144,0.072,0.2159999999999999,0.144,21.888,0.936,1.08,0.144,0.144,1.224,9.216,3.24,2.16,1.008,1.008,1.08,1.296,0.288,0.0,0.0,10.471947194719473,57.14285714285714,35.15625,46.66666666666666,6.5208
EUROPE 1,Francesco Acerbi,36-45,D,UEFA,187-194,18,15,1387.0,0.0,1.0,0.0,0.0,0,0,3,0.0,0,0.1946647440519106,0.1946647440519106,0.0648882480173035,0.0,0.0648882480173035,0.0648882480173035,0.0,63.52559480894016,0.3244412400865176,0.6488824801730353,1.0382119682768565,1.1679884643114635,1.8168709444844988,6.943042537851477,4.477289113193944,0.129776496034607,0.0648882480173035,0.129776496034607,0.8435472242249459,1.10310021629416,0.1946647440519106,0.0,0.0,65.62308478038815,33.33333333333333,64.48598130841121,50.0,6.9857966834895455
EUROPE 1,Francesco Camarda,16-20,F,UEFA,179-186,21,7,693.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0,0.2597402597402597,1.2987012987012987,0.3896103896103896,0.1298701298701298,0.0,0.1298701298701298,0.1298701298701298,13.896103896103895,0.5194805194805194,0.3896103896103896,0.1298701298701298,0.0,0.3896103896103896,10.77922077922078,3.116883116883117,1.168831168831169,0.3896103896103896,0.6493506493506493,0.5194805194805194,1.5584415584415583,0.1298701298701298,0.0,0.0,6.048076923076923,30.0,28.915662650602407,33.33333333333333,6.346608946608947
EUROPE 1,Francesco Folino,21-24,D,UEFA,187-194,18,7,738.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0,0.0,0.2439024390243902,0.1219512195121951,0.1219512195121951,0.0,0.1219512195121951,0.1219512195121951,37.926829268292686,0.1219512195121951,0.975609756097561,1.0975609756097562,0.3658536585365854,1.3414634146341462,7.439024390243903,4.024390243902439,0.3658536585365854,0.0,0.7317073170731708,1.0975609756097562,1.3414634146341462,0.1219512195121951,0.0,0.0,25.68810289389068,50.0,54.09836065573771,0.0,6.600683060109289
EUROPE 1,Francesco Pio Esposito,16-20,F,UEFA,187-194,35,15,1571.0,7.0,3.0,0.0,0.0,0,0,1,0.0,0,0.1145767027371101,2.4633991088478675,1.3176320814767664,0.4010184595798854,0.1718650541056652,0.5728835136855506,0.4010184595798854,20.9102482495226,1.2603437301082114,0.5155951623169955,0.1145767027371101,0.2864417568427753,0.8020369191597709,11.801400381922342,5.957988542329725,0.9166136218968808,0.2291534054742202,0.3437301082113304,2.864417568427753,1.6613621896880968,0.057288351368555,0.0,0.0,12.073972602739726,53.48837209302325,50.48543689320388,25.0,6.692425206874602
CONMEBOL,Francis Amuzu,25-27,F,UEFA,163-170,39,26,2297.0,5.0,5.0,0.0,0.0,0,0,4,0.0,0,0.1175446234218546,2.1158032215933824,0.979538528515455,0.195907705703091,0.195907705703091,0.391815411406182,0.195907705703091,23.744013931214628,1.214627775359164,0.6660861993905093,0.0391815411406182,0.0391815411406182,0.7052677405311276,7.209403569873748,3.4871571615150194,2.429255550718328,0.9403569873748368,0.0391815411406182,1.6848062690465826,0.8619939050936004,0.1567261645624728,0.0,0.0,19.31188118811881,46.2962962962963,48.369565217391305,38.70967741935484,6.970178493687419
EUROPE 1,Francis Coquelin,32-35,M,UEFA,171-178,16,8,655.0,0.0,1.0,0.0,0.0,0,0,2,0.0,0,0.0,0.549618320610687,0.1374045801526717,0.0,0.1374045801526717,0.1374045801526717,0.0,39.98473282442748,0.549618320610687,2.33587786259542,0.6870229007633587,0.8244274809160306,3.1603053435114505,10.717557251908396,5.49618320610687,1.3740458015267174,0.6870229007633587,0.6870229007633587,0.9618320610687024,2.0610687022900764,0.2748091603053435,0.0,0.0,21.82474226804124,25.0,51.28205128205128,50.0,6.666259541984732
CONMEBOL,Francis Mac Allister,28-31,M,CONMEBOL,171-178,22,19,1468.0,0.0,1.0,0.0,2.0,0,0,7,0.0,1,0.0613079019073569,0.1226158038147138,0.0,0.0,0.0613079019073569,0.0613079019073569,0.0,30.899182561307903,0.5517711171662125,4.168937329700272,0.3678474114441417,1.164850136239782,5.333787465940055,11.771117166212534,6.682561307901907,0.3065395095367847,0.1839237057220708,1.4713896457765667,0.6743869209809263,2.084468664850136,0.4291553133514986,0.0,0.0613079019073569,22.140873015873016,0.0,56.770833333333336,60.0,6.788275391956374
EUROPE 2,Francisco Chissumba,16-20,M,UEFA,179-186,19,17,1523.0,0.0,0.0,0.0,0.0,0,0,3,0.0,0,0.1181877872619829,0.2954694681549573,0.0590938936309914,0.0,0.0,0.0,0.0,33.210768220617204,0.3545633617859487,2.1273801707156927,0.2363755745239658,0.9455022980958634,3.072882468811557,10.577806959947472,5.082074852265266,2.4819435325016417,0.9455022980958634,0.7091267235718975,1.1818778726198294,1.5364412344057785,0.1772816808929743,0.0,0.0,28.877224199288257,20.0,48.04469273743017,38.095238095238095,6.67596848325673
EUROPE 1,Francisco Conceição,21-24,F,UEFA,163-170,31,27,2098.0,3.0,5.0,0.0,0.0,0,0,3,0.0,0,0.1286939942802669,1.930409914204004,0.986653956148713,0.1286939942802669,0.2144899904671115,0.3431839847473784,0.1286939942802669,36.42040038131554,1.801715919923737,1.4585319351763584,0.0428979980934223,0.3002859866539561,1.7588179218303146,11.325071496663488,5.5767397521449,4.375595805529075,2.3164918970448047,0.6863679694947569,1.7159199237368925,1.3727359389895135,0.1286939942802669,0.0,0.0,26.51590106007067,51.11111111111111,49.24242424242424,52.94117647058824,7.039799809342231
CONMEBOL,Francisco Gerometta,25-27,D,CONMEBOL,171-178,9,8,712.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.842696629213485,1.1376404494382022,2.2752808988764044,0.0,1.2640449438202246,3.539325842696629,10.870786516853933,5.056179775280898,2.02247191011236,1.0112359550561798,1.5168539325842696,0.3792134831460674,1.2640449438202246,0.0,0.0,0.0,24.200819672131143,0.0,46.51162790697674,50.0,6.720505617977528
CONMEBOL,Francisco González,21-24,F,CONMEBOL,163-170,16,8,834.0,1.0,1.0,0.0,0.0,0,0,4,0.0,0,0.4316546762589928,1.2949640287769786,0.7553956834532374,0.1079136690647482,0.1079136690647482,0.2158273381294964,0.1079136690647482,23.74100719424461,1.079136690647482,0.8633093525179856,0.0,0.4316546762589928,1.2949640287769786,8.956834532374101,3.884892086330936,1.4028776978417266,0.3237410071942446,0.6474820143884893,2.050359712230216,0.971223021582734,0.4316546762589928,0.0,0.0,11.959090909090907,58.333333333333336,43.373493975903614,23.07692307692308,6.768465227817745
CONMEBOL,Francisco González Metilli,28-31,M,CONMEBOL,171-178,41,31,2478.0,4.0,2.0,0.0,0.0,0,0,2,0.0,0,0.072639225181598,1.053268765133172,0.5084745762711864,0.1452784503631961,0.072639225181598,0.2179176755447942,0.1452784503631961,38.71670702179177,0.7627118644067796,2.6150121065375305,0.1452784503631961,1.089588377723971,3.704600484261501,9.733656174334142,4.685230024213075,1.5617433414043584,0.6537530266343826,1.234866828087167,0.8353510895883777,1.452784503631961,0.072639225181598,0.0,0.0,31.161350844277678,48.27586206896552,48.13432835820896,41.86046511627907,6.948808080808081
EUROPE 2,Francisco Gonçalves,21-24,D,UEFA,187-194,10,6,570.0,0.0,0.0,0.0,0.0,0,0,2,0.0,0,0.0,0.1578947368421052,0.0,0.0,0.0,0.0,0.0,48.1578947368421,0.1578947368421052,1.263157894736842,0.631578947368421,0.631578947368421,1.894736842105263,7.578947368421052,3.947368421052632,0.0,0.0,0.7894736842105263,0.9473684210526316,1.4210526315789471,0.3157894736842105,0.0,0.0,47.25573770491803,0.0,52.083333333333336,0.0,6.652548330404218
EUROPE 2,Francisco Moura,25-27,D,UEFA,179-186,21,16,1331.0,2.0,2.0,0.0,1.0,0,0,5,0.0,0,0.067618332081142,0.473328324567994,0.2028549962434259,0.135236664162284,0.135236664162284,0.270473328324568,0.135236664162284,41.72051089406462,0.8114199849737039,1.622839969947408,0.067618332081142,1.284748309541698,2.907588279489106,7.302779864763336,3.921863260706236,0.879038317054846,0.608564988730278,0.33809166040571,0.473328324567994,1.284748309541698,0.33809166040571,0.0,0.0,32.6969205834684,42.85714285714285,53.70370370370371,69.23076923076923,6.907588279489106
CONCACAF,Francisco Nevarez,25-27,D,CONCACAF,179-186,19,12,1237.0,2.0,1.0,0.0,0.0,0,0,4,0.0,0,0.0,0.4365400161681488,0.1455133387227162,0.1455133387227162,0.0727566693613581,0.2182700080840744,0.1455133387227162,33.613581244947454,0.7275666936135813,2.764753435731609,0.2182700080840744,1.0913500404203718,3.856103476151981,9.822150363783347,5.893290218270008,0.8003233629749394,0.3637833468067906,1.0185933710590136,1.0185933710590136,1.0913500404203718,0.2910266774454325,0.0,0.0,23.439393939393938,33.33333333333333,60.0,45.45454545454545,6.835489086499596
EUROPE 2,Francisco Petrasso,21-24,D,CONMEBOL,187-194,23,18,1458.0,0.0,0.0,0.0,1.0,0,0,7,0.0,1,0.1234567901234567,0.1234567901234567,0.0617283950617283,0.0,0.0,0.0,0.0,44.69135802469136,0.1234567901234567,0.925925925925926,0.6790123456790124,0.4938271604938271,1.419753086419753,5.061728395061729,2.7777777777777777,0.4320987654320988,0.3703703703703704,0.1851851851851852,0.3703703703703704,1.2345679012345678,0.4320987654320988,0.0,0.0617283950617283,37.22099447513812,50.0,54.87804878048781,85.71428571428571,6.681606039807825
